id,place_etym,context,prev_sound,sound_etym,next_sound,letter,category,freqGO,freqLUB,loan,page,frequency,manner,lexeme,form,spelling,frequency_class
1,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,2,0.450266390204953,fricative,zu,#S#u,InnSpell,high
2,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,2,0.450266390204953,fricative,zu,#S#ugandiq,InnSpell,high
3,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,2,0.450266390204953,fricative,zu,#S#ugana,InnSpell,high
4,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,2,0.450266390204953,fricative,zu,#S#ugattiq,InnSpell,high
5,laminal,#_,&,z,e,s,grammatical,111.87,49.63,no,4,0.555709486614679,fricative,zer,#S#er,InnSpell,high
6,laminal,#_,&,z,e,s,grammatical,111.87,49.63,no,4,0.555709486614679,fricative,zer,#S#er,InnSpell,high
8,laminal,#_,&,z,e,s,grammatical,111.87,49.63,no,5,0.555709486614679,fricative,zer,#S#er,InnSpell,high
9,laminal,#_,&,z,i,c,content,0.01,0.71,yes,5,-1.76938002380436,fricative,ziento,#C#ientoettan,ConSpell,low
10,laminal,#_,&,z,e,s,grammatical,4.22,24.82,no,5,-0.261719322911536,fricative,zein,#S#enequin,InnSpell,mid
11,laminal,#_,&,z,e,c,grammatical,111.87,49.63,no,5,0.555709486614679,fricative,zer,#C#er,ConSpell,high
12,laminal,#_,&,z,e,c,grammatical,111.87,49.63,no,5,0.555709486614679,fricative,zer,#C#er,ConSpell,high
13,laminal,#_,&,z,e,c,grammatical,111.87,49.63,no,5,0.555709486614679,fricative,zer,#C#er,ConSpell,high
14,laminal,#_,&,z,e,c,grammatical,111.87,49.63,no,5,0.555709486614679,fricative,zer,#C#er,ConSpell,high
15,laminal,#_,&,z,e,c,grammatical,4.22,24.82,no,6,-0.261719322911536,fricative,zein,#C#ein,ConSpell,mid
16,laminal,#_,&,z,e,c,grammatical,111.87,49.63,no,6,0.555709486614679,fricative,zer,#C#er,ConSpell,high
18,laminal,#_,&,z,e,s,grammatical,111.87,49.63,no,7,0.555709486614679,fricative,zer,#S#er,InnSpell,high
20,apical,#_,&,s,a,s,content,31.49,12.76,no,8,0.23954559700983,fricative,sartu,#S#arrerazo,ConSpell,high
21,apical,#_,&,s,o,s,content,0.56,4.96,no,9,-0.765433089745847,fricative,soñeko,#S#oñeco,ConSpell,mid
23,laminal,#_,&,z,e,c,grammatical,111.87,49.63,no,9,0.555709486614679,fricative,zer,#C#er,ConSpell,high
24,laminal,#_,&,z,e,s,grammatical,111.87,49.63,no,9,0.555709486614679,fricative,zer,#S#er,InnSpell,high
26,apical,#_,&,s,i,s,content,0.01,2.84,yes,10,-1.76938002380436,fricative,silla,#S#illa,ConSpell,low
27,apical,#_,&,s,u,s,content,0.01,4.25,yes,11,-1.76938002380436,fricative,suplikatu,#S#uplicacen,ConSpell,low
30,laminal,#_,&,z,e,s,grammatical,111.87,49.63,no,11,0.555709486614679,fricative,zer,#S#er,InnSpell,high
31,laminal,#_,&,z,e,s,grammatical,111.87,49.63,no,13,0.555709486614679,fricative,zer,#S#er,InnSpell,high
32,laminal,#_,&,z,e,s,grammatical,111.87,49.63,no,14,0.555709486614679,fricative,zer,#S#er,InnSpell,high
33,laminal,#_,&,z,e,s,grammatical,111.87,49.63,no,14,0.555709486614679,fricative,zer,#S#er,InnSpell,high
35,laminal,#_,&,z,e,s,grammatical,111.87,49.63,no,16,0.555709486614679,fricative,zer,#S#er,InnSpell,high
36,laminal,#_,&,z,e,c,grammatical,111.87,49.63,no,16,0.555709486614679,fricative,zer,#C#er,ConSpell,high
37,apical,#_,&,s,i,s,content,2.05,3.55,no,17,-0.441789304012397,fricative,sinistu,#S#inisten,ConSpell,mid
39,laminal,#_,&,z,e,s,grammatical,111.87,49.63,no,17,0.555709486614679,fricative,zer,#S#er,InnSpell,high
40,laminal,#_,&,z,e,s,grammatical,111.87,49.63,no,17,0.555709486614679,fricative,zer,#S#er,InnSpell,high
41,laminal,#_,&,z,e,s,grammatical,111.87,49.63,no,17,0.555709486614679,fricative,zer,#S#er,InnSpell,high
42,apical,#_,&,s,a,s,content,31.49,12.76,no,17,0.23954559700983,fricative,sartu,#S#ar,ConSpell,high
44,laminal,#_,&,z,e,s,grammatical,4.08,5.67,no,18,-0.270133817953595,fricative,zenbat,#S#embattean,InnSpell,mid
45,laminal,#_,&,z,e,s,grammatical,4.08,5.67,no,19,-0.270133817953595,fricative,zenbat,#S#embatt,InnSpell,mid
49,laminal,#_,&,z,a,s,content,0.15,4.25,no,22,-1.09397600806814,fricative,zaldun,#S#alduna,InnSpell,mid
50,apical,#_,&,s,o,s,content,0.01,4.25,yes,22,-1.76938002380436,fricative,sota,#S#ottecoa,ConSpell,low
52,laminal,#_,&,z,o,s,content,1.36,4.96,no,22,-0.544134333601936,fricative,zor,#S#or,InnSpell,mid
53,laminal,#_,&,z,e,s,grammatical,12.19,27.65,no,22,0.00284579566568321,fricative,zergatik,#S#ergattiq,InnSpell,mid
62,apical,#_,&,s,a,s,content,31.49,12.76,no,27,0.23954559700983,fricative,sartu,#S#arttu,ConSpell,high
63,apical,#_,&,s,a,s,content,31.49,12.76,no,27,0.23954559700983,fricative,sartu,#S#arttu,ConSpell,high
64,laminal,#_,&,z,e,s,grammatical,12.19,27.65,no,27,0.00284579566568321,fricative,zergatik,#S#ergatiq,InnSpell,mid
65,laminal,#_,&,z,e,s,grammatical,12.19,27.65,no,27,0.00284579566568321,fricative,zergatik,#S#ergatiq,InnSpell,mid
66,apical,#_,&,s,o,s,content,0.01,2.84,yes,28,-1.76938002380436,fricative,sobresalitu,#S#obresalitu,ConSpell,low
68,apical,#_,&,s,e,s,content,0.3,19.14,yes,29,-0.921100930251679,fricative,serbitu,#S#ervitu,ConSpell,mid
70,apical,#_,&,s,i,c,content,2.05,3.55,no,29,-0.441789304012397,fricative,sinistu,#C#inistu,InnSpell,mid
74,laminal,#_,&,z,e,s,grammatical,0.5,14.18,no,36,-0.793697945812142,fricative,zeren,#S#eren,InnSpell,mid
75,laminal,#_,&,z,e,s,grammatical,12.19,27.65,no,36,0.00284579566568321,fricative,zergatik,#S#ergatiq,InnSpell,mid
76,apical,#_,&,s,a,s,content,0.01,1.42,yes,37,-1.76938002380436,fricative,sabio,#S#abioa,ConSpell,low
79,apical,#_,&,s,e,s,content,0.02,12.76,yes,38,-1.5965049459879,fricative,señora,#S#eñoren,ConSpell,low
84,apical,#_,&,s,e,s,content,6.43,4.25,yes,39,-0.156684619818079,fricative,seguru,#S#egurua,ConSpell,mid
85,laminal,#_,&,z,ei,s,grammatical,4.22,24.82,no,39,-0.261719322911536,fricative,zein,#S#ein,InnSpell,mid
86,apical,#_,&,s,a,s,content,0.01,2.13,yes,39,-1.76938002380436,fricative,saludable,#S#aludablea,ConSpell,low
97,apical,#_,&,s,e,s,content,0.3,19.14,yes,43,-0.921100930251679,fricative,serbitu,#S#ervitu,ConSpell,mid
99,apical,#_,&,s,a,z,content,31.49,12.76,no,44,0.23954559700983,fricative,sartu,#Z#arttu,InnSpell,high
100,laminal,#_,&,z,i,c,content,0.01,2.13,yes,46,-1.76938002380436,fricative,ziudade,#C#iudadera,ConSpell,low
101,apical,#_,&,s,a,s,content,31.49,12.76,no,47,0.23954559700983,fricative,sartu,#S#ar,ConSpell,high
102,laminal,#_,&,z,e,s,grammatical,111.87,49.63,no,47,0.555709486614679,fricative,zer,#S#er,InnSpell,high
103,apical,#_,&,s,e,s,content,0.3,19.14,yes,47,-0.921100930251679,fricative,serbitu,#S#ervitu,ConSpell,mid
107,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,49,0.450266390204953,fricative,zu,#S#u,InnSpell,high
108,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,49,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
109,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,49,0.450266390204953,fricative,zu,#S#u,InnSpell,high
110,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,49,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
111,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,49,0.450266390204953,fricative,zu,#S#u,InnSpell,high
112,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,50,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
113,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,50,0.450266390204953,fricative,zu,#S#u,InnSpell,high
114,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,50,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
115,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,50,0.450266390204953,fricative,zu,#S#u,InnSpell,high
116,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,50,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
117,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,51,0.450266390204953,fricative,zu,#S#u,InnSpell,high
118,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,51,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
119,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,51,0.450266390204953,fricative,zu,#S#u,InnSpell,high
120,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,51,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
121,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,51,0.450266390204953,fricative,zu,#S#u,InnSpell,high
122,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,51,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
123,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,52,0.450266390204953,fricative,zu,#S#u,InnSpell,high
124,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,52,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
125,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,52,0.450266390204953,fricative,zu,#S#u,InnSpell,high
126,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,52,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
127,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,52,0.450266390204953,fricative,zu,#S#u,InnSpell,high
128,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,53,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
129,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,53,0.450266390204953,fricative,zu,#S#u,InnSpell,high
130,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,53,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
131,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,54,0.450266390204953,fricative,zu,#S#uq,InnSpell,high
132,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,54,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
133,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,54,0.450266390204953,fricative,zu,#S#uq,InnSpell,high
134,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,54,0.450266390204953,fricative,zu,#S#uq,InnSpell,high
135,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,54,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
136,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,55,0.450266390204953,fricative,zu,#S#uq,InnSpell,high
137,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,55,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
138,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,55,0.450266390204953,fricative,zu,#S#uq,InnSpell,high
139,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,55,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
140,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,55,0.450266390204953,fricative,zu,#S#uq,InnSpell,high
141,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,56,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
142,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,56,0.450266390204953,fricative,zu,#S#uq,InnSpell,high
143,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,56,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
144,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,56,0.450266390204953,fricative,zu,#S#uq,InnSpell,high
145,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,56,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
146,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,57,0.450266390204953,fricative,zu,#S#uq,InnSpell,high
147,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,57,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
148,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,57,0.450266390204953,fricative,zu,#S#uq,InnSpell,high
149,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,57,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
150,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,58,0.450266390204953,fricative,zu,#S#u,InnSpell,high
151,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,58,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
152,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,58,0.450266390204953,fricative,zu,#S#u,InnSpell,high
153,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,59,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
154,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,59,0.450266390204953,fricative,zu,#S#u,InnSpell,high
155,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,59,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
156,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,59,0.450266390204953,fricative,zu,#S#u,InnSpell,high
157,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,59,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
158,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,60,0.450266390204953,fricative,zu,#S#u,InnSpell,high
159,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,60,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
160,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,60,0.450266390204953,fricative,zu,#S#u,InnSpell,high
161,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,60,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
162,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,60,0.450266390204953,fricative,zu,#S#u,InnSpell,high
163,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,61,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
164,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,61,0.450266390204953,fricative,zu,#S#u,InnSpell,high
165,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,61,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
166,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,61,0.450266390204953,fricative,zu,#S#u,InnSpell,high
167,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,61,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
168,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,62,0.450266390204953,fricative,zu,#S#u,InnSpell,high
169,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,62,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
170,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,62,0.450266390204953,fricative,zu,#S#u,InnSpell,high
171,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,62,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
172,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,63,0.450266390204953,fricative,zu,#S#uq,InnSpell,high
173,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,64,0.450266390204953,fricative,zu,#S#u,InnSpell,high
174,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,64,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
175,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,64,0.450266390204953,fricative,zu,#S#uq,InnSpell,high
176,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,65,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
177,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,65,0.450266390204953,fricative,zu,#S#uq,InnSpell,high
178,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,65,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
179,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,65,0.450266390204953,fricative,zu,#S#uq,InnSpell,high
180,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,66,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
181,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,66,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
182,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,66,0.450266390204953,fricative,zu,#S#u,InnSpell,high
183,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,67,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
184,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,67,0.450266390204953,fricative,zu,#S#u,InnSpell,high
185,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,67,0.450266390204953,fricative,zu,#S#u,InnSpell,high
186,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,67,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
187,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,68,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
188,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,68,0.450266390204953,fricative,zu,#S#u,InnSpell,high
189,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,68,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
190,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,69,0.450266390204953,fricative,zu,#S#uq,InnSpell,high
191,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,69,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
192,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,69,0.450266390204953,fricative,zu,#S#uq,InnSpell,high
193,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,69,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
194,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,69,0.450266390204953,fricative,zu,#S#uq,InnSpell,high
195,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,70,0.0976865461061624,fricative,zuek,#S#u[e]q,InnSpell,mid
196,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,70,0.450266390204953,fricative,zu,#S#uq,InnSpell,high
197,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,70,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
198,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,70,0.450266390204953,fricative,zu,#S#uq,InnSpell,high
199,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,71,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
200,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,71,0.450266390204953,fricative,zu,#S#uq,InnSpell,high
201,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,71,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
202,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,72,0.450266390204953,fricative,zu,#S#uq,InnSpell,high
203,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,72,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
204,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,72,0.450266390204953,fricative,zu,#S#uq,InnSpell,high
205,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,72,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
206,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,72,0.450266390204953,fricative,zu,#S#uq,InnSpell,high
207,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,73,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
208,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,73,0.450266390204953,fricative,zu,#S#uq,InnSpell,high
209,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,73,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
210,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,74,0.450266390204953,fricative,zu,#S#uq,InnSpell,high
211,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,74,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
212,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,74,0.450266390204953,fricative,zu,#S#uq,InnSpell,high
213,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,74,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
214,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,74,0.450266390204953,fricative,zu,#S#uq,InnSpell,high
215,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,75,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
216,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,75,0.450266390204953,fricative,zu,#S#uq,InnSpell,high
217,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,75,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
218,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,75,0.450266390204953,fricative,zu,#S#uq,InnSpell,high
219,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,78,0.450266390204953,fricative,zu,#S#uq,InnSpell,high
220,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,78,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
221,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,78,0.450266390204953,fricative,zu,#S#uq,InnSpell,high
222,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,78,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
223,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,79,0.450266390204953,fricative,zu,#S#uq,InnSpell,high
224,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,79,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
225,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,79,0.450266390204953,fricative,zu,#S#uq,InnSpell,high
226,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,79,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
227,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,80,0.450266390204953,fricative,zu,#S#uq,InnSpell,high
228,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,80,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
229,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,80,0.450266390204953,fricative,zu,#S#uq,InnSpell,high
230,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,80,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
231,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,81,0.450266390204953,fricative,zu,#S#uq,InnSpell,high
232,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,81,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
233,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,81,0.450266390204953,fricative,zu,#S#uq,InnSpell,high
234,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,81,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
235,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,81,0.450266390204953,fricative,zu,#S#uq,InnSpell,high
236,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,82,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
237,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,82,0.450266390204953,fricative,zu,#S#uq,InnSpell,high
238,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,82,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
239,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,82,0.450266390204953,fricative,zu,#S#uq,InnSpell,high
240,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,83,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
241,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,83,0.450266390204953,fricative,zu,#S#uq,InnSpell,high
242,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,83,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
243,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,84,0.450266390204953,fricative,zu,#S#u,InnSpell,high
244,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,84,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
245,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,84,0.450266390204953,fricative,zu,#S#u,InnSpell,high
246,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,84,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
247,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,85,0.450266390204953,fricative,zu,#S#u,InnSpell,high
248,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,85,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
249,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,85,0.450266390204953,fricative,zu,#S#u,InnSpell,high
250,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,85,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
251,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,86,0.450266390204953,fricative,zu,#S#u,InnSpell,high
252,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,86,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
253,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,86,0.450266390204953,fricative,zu,#S#u,InnSpell,high
254,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,86,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
255,laminal,#_,&,z,e,c,grammatical,677.35,41.83,no,86,1.00485247356585,fricative,edin,#C#edala,ConSpell,high
256,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,87,0.450266390204953,fricative,zu,#S#u,InnSpell,high
257,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,87,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
258,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,87,0.450266390204953,fricative,zu,#S#u,InnSpell,high
259,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,87,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
260,laminal,#_,&,z,u,s,grammatical,73.3,243.9,no,88,0.450266390204953,fricative,zu,#S#u,InnSpell,high
261,laminal,#_,&,z,u,s,grammatical,17.83,207.74,no,88,0.0976865461061624,fricative,zuek,#S#ueq,InnSpell,mid
262,laminal,#_,&,z,e,s,grammatical,0.5,14.18,no,88,-0.793697945812142,fricative,zeren,#S#eren,InnSpell,mid
