word_string,word_type,word_gender,word_represents_animate,word_num_letters,word_frequency,concreteness_n,concreteness_mean,concreteness_median,concreteness_stddev,concreteness_min,concreteness_max,subjective_frequency_n,subjective_frequency_mean,subjective_frequency_median,subjective_frequency_stddev,subjective_frequency_min,subjective_frequency_max,imageability_n,imageability_mean,imageability_median,imageability_stddev,imageability_min,imageability_max,age_of_acquisition_n,age_of_acquisition_mean,age_of_acquisition_median,age_of_acquisition_stddev,age_of_acquisition_min,age_of_acquisition_max,rt_milliseconds_mean,rt_milliseconds_median,rt_milliseconds_stddev,rt_milliseconds_min,rt_milliseconds_max,rt_milliseconds_n
boja,Nc,f,inanimate,4,307242,29,4.03448275862,5,1.3767217088100001,1,5,29,4.48275862069,5,0.895224481776,1,5,30,4.63333333333,5,0.706320670014,3,5,30,3.56666666667,3,2.17076535402,1,13,567.53125,496.5,224.08480312581548,396,1600,32
glazbenik,Nc,m,animate,9,50968,29,4.68965517241,5,0.462634753965,4,5,29,4.31034482759,4,0.792353468488,2,5,30,4.7,5,0.82259751195,1,5,29,5.31034482759,5,1.80236335798,3,11,578.04,528,141.2528701773289,380,1030,25
kralj,Nc,m,animate,5,89836,29,4.51724137931,5,0.564507087715,3,5,29,4,4,1.05045146288,1,5,30,4.83333333333,5,0.582141639886,2,5,30,4.73333333333,4.5,2.04830553276,1,13,553.4,556,108.94022403957642,359,746,30
tok,Nc,m,inanimate,3,49094,29,2.93103448276,3,0.944349237078,1,5,29,3.1724137931,3,1.08497467052,1,5,30,3.9,4,1.22065556157,1,5,30,8.66666666667,8,2.57336787542,5,15,638.3,615,140.75195839882105,407,1081,30
reli,Nc,m,inanimate,4,4578,27,3.40740740741,4,1.06316296996,1,5,27,2.07407407407,2,0.766228180207,1,4,29,3.13793103448,3,1.43176134428,1,5,25,9.6,10,3.07245829915,4,15,901,824.5,319.83016326377555,624,1331,4
zavjesa,Nc,f,inanimate,7,11213,29,4.86206896552,5,0.433441554827,3,5,29,3.8275862069,4,1.34084290312,1,5,30,4.76666666667,5,0.803464719546,1,5,30,4.36666666667,4,1.62241246982,2,8,550.84,549,98.11034603954874,391,743,25
zaobalje,Nc,n,inanimate,8,332,29,3.06896551724,3,1.1724137931,1,5,29,1.96551724138,1,1.35144261671,1,5,30,3.26666666667,3,1.31487219489,1,5,27,10.7777777778,10,3.78430808132,4,19,1336.5714285714287,1178.5,621.5078085140652,662,2445,14
supruga,Nc,f,animate,7,106744,29,4.31034482759,4,0.747568392713,3,5,29,3.79310344828,4,1.02987479469,1,5,30,4.4,5,0.952190457139,2,5,30,5.93333333333,5,2.0805982045800002,3,12,574.7142857142857,552,148.12403639764264,399,1217,28
volja,Nc,f,inanimate,5,160370,29,1.89655172414,2,0.661494003216,1,3,29,4.10344827586,4,1.02871957863,1,5,30,2.73333333333,3,1.33998341615,1,5,30,6.66666666667,7,2.16538423585,2,10,579.9583333333334,554,148.18040683914487,374,1109,24
nos,Nc,m,inanimate,3,62275,29,5,5,0,5,5,29,4.41379310345,5,0.891230895401,2,5,30,4.73333333333,5,0.853749898324,1,5,30,3.1,3,2.02237484162,1,11,510.5833333333333,485,93.63245287764312,394,787,24
kontakt,Nc,m,inanimate,7,107902,29,3.1724137931,3,1.05271293258,2,5,29,4.37931034483,5,0.715049701839,3,5,30,3.83333333333,4,0.933928381741,2,5,30,7.63333333333,8,1.88826787177,4,12,598.3214285714286,518.5,214.18580607456119,403,1380,28
dužnost,Nc,f,inanimate,7,85240,30,3.1,3,1.13578166916,1,5,30,3.4,3,1.05198225587,2,5,30,3.06666666667,3,1.26315302143,1,5,30,7.66666666667,8,2.73658343357,1,16,531.6451612903226,506,106.92257272970842,414,901,31
koža,Nc,f,inanimate,4,187591,30,4.8,5,0.541602560309,3,5,30,4,4,1.12546286774,1,5,30,4.66666666667,5,0.86922698736,1,5,30,4.23333333333,4,1.96100881068,2,12,538.1666666666666,542.5,71.06865429419925,404,705,24
glava,Nc,f,inanimate,5,377204,30,4.73333333333,5,0.62893207547,3,5,30,4.46666666667,5,0.669991708075,3,5,30,4.8,5,0.791622805803,1,5,30,3.33333333333,3,1.42204860051,1,6,556.3448275862069,518,138.30356773160497,390,980,29
znamenitost,Nc,f,inanimate,11,10277,30,3.63333333333,3,1.13968806649,1,5,30,3.2,3,1.19443152448,1,5,30,3.73333333333,4,1.15277443105,1,5,30,8.43333333333,8,2.36196716507,4,15,783.5806451612904,693,321.0415107317171,449,1938,31
temelj,Nc,m,inanimate,6,218781,30,3.13333333333,3,0.991071249821,1,5,30,3.36666666667,3,0.948097510222,2,5,30,3.4,3,1.17189305542,1,5,30,7.8,8.5,2.80950766743,1,13,544.7096774193549,522,105.70941098072808,297,851,31
vještina,Nc,f,inanimate,8,76047,30,2.86666666667,3,1.30979218029,1,5,30,3.1,3,0.978093383408,1,5,30,3,3,1.12546286774,1,5,30,8.73333333333,8.5,2.47565928368,3,13,598.25,534.5,195.81711516768036,408,1319,28
običaj,Nc,m,inanimate,6,58050,30,2.86666666667,3,1.28409068562,1,5,30,3.9,4,1.0115993937,2,5,30,3.5,3,1.11803398875,2,5,30,7.86666666667,7.5,2.21710521978,3,15,563.9545454545455,516,164.73918123961232,434,1141,22
govor,Nc,m,inanimate,5,122574,30,3.96666666667,4,1.1967548714,1,5,30,4.46666666667,5,0.763034876151,2,5,30,4.16666666667,5,1.06718737291,1,5,30,5.8,5.5,1.97315314493,2,10,529.72,454,201.45750585834887,361,1325,25
svod,Nc,m,inanimate,4,4432,30,3.86666666667,4,1.28409068562,1,5,30,2.16666666667,2,1.21335164821,1,5,30,3.5,4,1.47761068395,1,5,29,10.0344827586,10,2.99980181668,4,16,659,605.5,151.49745298476,394,963,24
književnica,Nc,f,animate,11,4669,30,4.06666666667,5,1.38884444373,1,5,30,3.2,3,1.35154232885,1,5,30,4.23333333333,5,1.08576649833,1,5,30,8,7,2.11344899789,5,15,742,562,413.71745592050297,398,2317,31
aditiv,Nc,m,inanimate,6,6673,30,3.16666666667,3,1.31866936299,1,5,30,2.2,2,1.19443152448,1,5,30,2.73333333333,3,1.26315302143,1,5,30,12.5,12.5,2.44608530786,7,18,814.125,674,399.1723298439453,373,2183,24
brat,Nc,m,animate,4,96946,30,4.2,5,1.27540843131,1,5,30,4.2,5,1.10754984839,1,5,30,4.63333333333,5,0.835995746932,1,5,30,3.83333333333,3,3.39689400613,1,17,535.4090909090909,525,138.9390613562751,380,1081,22
skrućivanje,Nc,n,inanimate,11,116,30,3.33333333333,3,1.22020034785,1,5,30,2.23333333333,2,1.33374993492,1,5,30,3.06666666667,3,1.45907124188,1,5,29,11,11,2.25908129023,4,15,974,851,411.7448238897485,520,2153,21
aristokracija,Nc,f,animate,13,1623,30,3.3,3.5,1.3699148392,1,5,30,2.66666666667,2,1.192569588,1,5,30,3.16666666667,3.5,1.50738920728,1,5,30,11.1666666667,12,1.96779628575,4,13,692.0322580645161,614,185.426622301288,496,1199,31
citat,Nc,m,inanimate,5,27340,30,3.9,4,1.22065556157,1,5,30,3.7,4,1.1874342087,1,5,30,4.06666666667,5,1.33998341615,1,5,30,10.9333333333,10,2.27937613297,6,15,592.3548387096774,586,138.14425995726273,410,1036,31
sestra,Nc,f,animate,6,140610,30,4.33333333333,5,1.07496769977,2,5,30,4.4,5,0.916515138991,2,5,30,4.56666666667,5,0.955103252126,1,5,30,3.73333333333,3,2.50244325055,1,12,543.8064516129032,504,169.2513750519896,378,1239,31
promidžba,Nc,f,inanimate,9,12728,30,3.1,3,1.16476034731,1,5,30,2.46666666667,2,1.23107902084,1,5,30,3.06666666667,3,1.06249183003,1,5,30,11.5333333333,12,2.29104537033,7,16,676.551724137931,616,187.27759880663336,396,1152,29
opkop,Nc,m,inanimate,5,397,30,3.16666666667,3,1.26710518725,1,5,30,1.76666666667,1,1.08576649833,1,5,30,3,3,1.39044357431,1,5,30,11,10,3.30655913804,4,18,1093.65,1013.5,371.16747177690985,637,2009,20
ljubav,Nc,f,inanimate,6,404469,30,2.8,2,1.57902923764,1,5,30,4.6,5,0.663324958071,2,5,30,3.83333333333,4.5,1.41617638575,1,5,30,4.66666666667,4.5,2.11869981094,1,10,539.7857142857143,525,133.8477180986349,359,951,28
osnivanje,Nc,n,inanimate,9,60389,30,3.03333333333,3,1.25122162527,1,5,30,3.43333333333,3.5,1.256538455,1,5,30,2.86666666667,3,1.45449494862,1,5,30,8.56666666667,8,2.23134239616,4,14,607.68,562,140.9354816928654,443,932,25
skrovište,Nc,n,inanimate,9,2130,30,3.83333333333,4,1.0354816378,1,5,30,2.66666666667,2.5,1.192569588,1,5,30,4.33333333333,5,0.788810637747,3,5,30,6.26666666667,6.5,1.87853370715,3,10,572.36,529,150.20676860026427,391,1028,25
dvor,Nc,m,inanimate,4,32282,30,4.23333333333,4.5,0.989388138644,1,5,30,2.63333333333,2,1.40198272299,1,5,30,4.56666666667,5,0.882546819658,1,5,30,6.43333333333,6,2.48573709167,3,12,649.32,584,365.6073394595172,340,2138,25
noć,Nc,f,inanimate,3,200219,30,4.23333333333,5,1.17426099692,1,5,30,4.73333333333,5,0.62893207547,2,5,30,4.8,5,0.748331477355,1,5,30,3.4,3,1.74355957742,1,10,503.64285714285717,483.5,93.96501093717427,383,797,28
atmosfera,Nc,f,inanimate,9,95705,30,3.03333333333,3,1.40198272299,1,5,30,3.86666666667,4,0.991071249821,1,5,30,3.46666666667,4,1.35973853696,1,5,30,9,9,2.03306009093,4,12,535.875,515.5,76.8263499294237,439,734,24
snijeg,Nc,m,inanimate,6,68337,30,4.86666666667,5,0.33993463424,4,5,30,3.2,3,1.16619037897,1,5,30,4.83333333333,5,0.734090518185,1,5,30,3.8,3,2.15096877399,2,13,568.28,505,264.4391108238971,294,1509,25
žitarica,Nc,f,inanimate,8,16162,30,4.63333333333,5,0.604611904907,3,5,30,3.53333333333,4,1.05619863452,1,5,30,4.6,5,0.8,2,5,30,6.53333333333,7,1.96185852927,2,11,586.625,545.5,180.68413894007446,280,1252,32
čelnik,Nc,m,animate,6,74997,30,3.36666666667,3.5,1.25122162527,1,5,30,2.33333333333,2,1.32497379429,1,5,29,3.1724137931,3,1.28838218567,1,5,30,11.7666666667,12,2.81286725997,4,16,737.3809523809524,578,411.78786725576026,469,2321,21
oslobođenje,Nc,n,inanimate,11,18044,30,2.96666666667,3,1.27758452645,1,5,30,2.66666666667,2,1.07496769977,1,5,30,3.43333333333,3.5,1.17426099692,1,5,30,8.93333333333,9,2.27937613297,4,14,624.08,637,127.01309643759838,442,901,25
kolektiv,Nc,m,animate,8,11098,30,2.86666666667,3,1.4079141388,1,5,30,2.5,3,1.1474609652,1,5,30,3.1,3,1.22065556157,1,5,30,11.9666666667,12,2.44244868023,7,16,676.8181818181819,642,174.82389407456276,466,1119,22
bijeda,Nc,f,inanimate,6,12164,30,3,3,1.23827837473,1,5,30,2.93333333333,3,1.15277443105,1,5,30,3.2,3,1.27540843131,1,5,30,9.83333333333,10,2.20731108415,6,15,747.2903225806451,662,312.3229304793771,472,2048,31
ud,Nc,m,inanimate,2,8597,30,4.33333333333,5,0.942809041582,2,5,30,2.73333333333,2.5,1.3646326327,1,5,30,4.33333333333,5,0.977525219908,1,5,30,9.06666666667,9,2.23507394857,5,13,640.4230769230769,603.5,97.66889907311256,509,800,26
glasnogovornik,Nc,m,animate,14,41668,30,3.9,4,1.10604400154,1,5,30,2.96666666667,3,1.07960898271,1,5,30,3.93333333333,4,1.18133634311,1,5,30,11.4333333333,11,2.82469270698,6,19,618.24,586,150.1802472586414,428,1052,25
službenik,Nc,m,animate,9,55685,30,3.63333333333,4,1.1967548714,1,5,30,2.66666666667,3,1.16428327977,1,5,30,3.63333333333,4,1.27758452645,1,5,30,10.9666666667,10,2.35914297056,8,16,652.25,541.5,390.4220959980086,414,2390,24
stopa,Nc,f,inanimate,5,79954,30,3.33333333333,3,1.34989711542,1,5,30,2.4,2,1.25432584815,1,5,30,3.46666666667,4,1.5216949614,1,5,30,10.0666666667,10,3.42474654374,4,17,638.46875,543,321.0456689827487,390,2197,32
kazna,Nc,f,inanimate,5,149975,30,3.7,4,1.03762549442,2,5,30,3.7,4,0.936304793679,2,5,30,4,4.5,1.12546286774,2,5,30,4.6,4,1.83666364186,2,10,581.625,490.5,284.2417544978218,398,1732,24
kiša,Nc,f,inanimate,4,83900,30,4.76666666667,5,0.667499479817,2,5,30,4.16666666667,5,1.12792828771,1,5,30,4.83333333333,5,0.734090518185,1,5,30,3.83333333333,3,2.26691175146,1,12,541.72,532,94.18223470131367,365,726,25
argumentacija,Nc,f,inanimate,13,7198,30,2.76666666667,3,1.35851225815,1,5,30,3,3,1.06458129484,1,5,30,2.86666666667,3,1.33499895963,1,5,30,12.4333333333,12,2.89463104538,4,20,617.28,577,195.7954970541117,340,1424,25
astrologija,Nc,f,inanimate,11,4809,30,2.9,3,1.44568322948,1,5,30,2.56666666667,3,1.256538455,1,5,30,3.3,3.5,1.32035348802,1,5,30,10.9333333333,10,1.99888858008,7,15,636.1724137931035,639,140.37502549688543,342,914,29
brid,Nc,m,inanimate,4,1654,30,4,4,0.816496580928,2,5,30,1.83333333333,1,1.09797793947,1,5,30,3.9,4,1.3503086067,1,5,29,9.8275862069,10,2.10203457298,6,15,796.2105263157895,749,167.44106059127142,523,1110,19
simbioza,Nc,f,inanimate,8,3353,30,3.2,3,1.27540843131,1,5,30,2.36666666667,2,1.3287420952,1,5,30,3.3,4,1.44106442141,1,5,30,11.3333333333,11,1.9379255805,8,15,774.304347826087,712,282.6971451736435,396,1626,23
aktivnost,Nc,f,inanimate,9,251317,30,3.1,3,1.22065556157,1,5,30,3.76666666667,4,0.882546819658,2,5,30,3.26666666667,3,1.41264134003,1,5,30,7.73333333333,7,1.56914697279,4,10,586.9032258064516,535,200.45703693288988,363,1391,31
kvržica,Nc,f,inanimate,7,2050,29,4.41379310345,5,0.891230895401,2,5,30,2.8,3,1.19443152448,1,5,30,4.46666666667,5,1.08730042869,1,5,30,7.5,7,2.69258240357,4,19,722.8620689655172,640,343.9740152289259,420,2022,29
žena,Nc,f,animate,4,672916,30,4.7,5,0.781024967591,2,5,30,4.56666666667,5,0.882546819658,1,5,30,4.83333333333,5,0.734090518185,1,5,30,4.43333333333,4,2.36196716507,1,13,620.08,549,357.06814475671166,328,2157,25
jecaj,Nc,m,inanimate,5,1385,30,3.76666666667,4,1.11604460285,1,5,29,2.62068965517,2,1.18652762304,1,5,30,4.13333333333,5,1.20369800568,1,5,30,8.8,9.5,2.4819347292,3,13,705.4444444444445,705,158.27904602396492,487,1015,27
ocjena,Nc,f,inanimate,6,101055,30,4.3,4.5,0.82259751195,2,5,30,4.36666666667,5,0.87496031656,2,5,30,4.5,5,0.921954445729,1,5,30,6.56666666667,6,1.52059929706,5,13,543.7272727272727,486,182.5857089849617,383,1173,22
sustavnost,Nc,f,inanimate,10,577,30,2.03333333333,2,1.01598337694,1,4,30,2.53333333333,2.5,1.20369800568,1,5,30,2.36666666667,2.5,1.30341431973,1,5,30,12.8333333333,13,2.22236110677,7,19,749.9285714285714,683,334.3054633970897,330,2075,28
hidratacija,Nc,f,inanimate,11,2615,30,3,3,1.23827837473,1,5,30,3.03333333333,3,1.37800177391,1,5,30,2.9,3,1.3503086067,1,5,30,11.8666666667,12,1.76509363932,9,15,657.84,594,181.1872144127909,466,1182,25
križište,Nc,n,inanimate,8,222,30,3.4,4,1.25432584815,1,5,30,1.93333333333,2,1.12348663642,1,5,30,3.43333333333,4,1.43022919686,1,5,30,10.9,10,3.81531999532,6,21,884.4827586206897,800,412.9197103458713,386,2040,29
predstavnik,Nc,m,animate,11,224312,30,3.46666666667,3.5,1.17567947257,1,5,30,3.26666666667,3,1.09341463112,1,5,30,3.6,4,1.25432584815,1,5,30,8.6,8,2.37486841741,4,14,624.24,548,212.25030035314438,399,1370,25
jesen,Nc,f,inanimate,5,64017,30,3.9,4,1.27410099024,1,5,30,3.56666666667,3.5,1.17426099692,1,5,30,4.33333333333,5,1.01105005921,2,5,30,5.36666666667,5,2.04096926865,2,12,560.1333333333333,515.5,209.7906564655106,409,1554,30
trenje,Nc,n,inanimate,6,4428,30,3.36666666667,3.5,1.3287420952,1,5,30,2.6,3,1.30639452948,1,5,30,3.46666666667,4,1.38403596614,1,5,30,11.7666666667,12.5,1.96100881068,7,15,696.5806451612904,628,252.64557179225713,470,1689,31
bolesnica,Nc,f,animate,9,2537,30,3.63333333333,4,1.0482790129,2,5,30,2.96666666667,3,1.27758452645,1,5,30,4.03333333333,4,1.0482790129,2,5,30,7.43333333333,6,2.87150754057,3,13,624.625,553,267.6548414104157,351,1677,24
nalazište,Nc,n,inanimate,9,8776,30,3.43333333333,3,1.02252411001,1,5,30,2.76666666667,2,1.4067298564,1,5,30,3.73333333333,4,1.03064165558,2,5,30,9.4,10,1.83666364186,5,13,618.551724137931,561,185.3713620598424,352,1098,29
zastava,Nc,f,inanimate,7,57199,30,4.86666666667,5,0.426874949162,3,5,30,3.3,3,1.24230967691,1,5,30,4.86666666667,5,0.718021974285,1,5,30,5.83333333333,6,1.61417333504,3,10,600.5,577,185.00528782102182,368,1220,24
penzija,Nc,f,inanimate,7,14691,30,3.86666666667,4,1.05619863452,2,5,30,3,3,1.29099444874,1,5,30,3.96666666667,4,1.13968806649,1,5,30,7.53333333333,7,2.07739152678,3,12,694.3103448275862,596,232.52912312965935,452,1465,29
protok,Nc,m,inanimate,6,18738,30,2.9,3,1.16476034731,1,5,30,2.53333333333,2,1.35973853696,1,5,30,3.06666666667,3,1.26315302143,1,5,30,9.9,10,2.57358375293,3,15,635.2333333333333,524,421.7873858362466,417,2769,30
neposluh,Nc,m,inanimate,8,3207,30,2.8,3,1.19443152448,1,5,30,2.83333333333,3,1.15710366385,1,5,30,3.16666666667,3,1.34370962472,1,5,30,6.1,6,2.19620885467,2,10,639.68,607,210.94069466716627,348,1217,25
klima,Nc,f,inanimate,5,50811,30,3.26666666667,3,1.23648246607,1,5,30,3.46666666667,3,1.17567947257,1,5,30,3.73333333333,4,1.20922380981,1,5,30,8.76666666667,9,2.01135664554,4,13,572.2333333333333,544.5,133.65541988399804,330,971,30
crijep,Nc,m,inanimate,6,4763,30,4.66666666667,5,0.829993306533,2,5,30,2.7,2.5,1.26885775404,1,5,30,4.76666666667,5,0.803464719546,1,5,30,6.4,6,2.49799919936,2,13,725.5714285714286,619.5,262.73623283119525,374,1411,28
losion,Nc,m,inanimate,6,4833,30,4.53333333333,5,0.80553639824,2,5,30,3.6,4,1.01980390272,1,5,30,4.53333333333,5,0.80553639824,2,5,30,8.03333333333,8,2.42876283093,4,14,729,589,579.3018787011368,394,3457,25
avion,Nc,m,inanimate,5,68607,30,4.93333333333,5,0.359010987142,3,5,30,3.96666666667,4,1.07960898271,1,5,30,4.86666666667,5,0.718021974285,1,5,30,4.26666666667,4,1.67199149386,1,8,558.2,504,158.50078864157112,373,1142,25
tvar,Nc,f,inanimate,4,60714,30,2.83333333333,3,1.2405196044,1,5,30,2.86666666667,3,1.08730042869,1,5,29,3.55172413793,4,1.16222755492,1,5,27,10.8888888889,12,2.45452467049,5,15,573.36,542,156.21243014988704,390,1222,25
mornarica,Nc,f,animate,9,14208,30,4.36666666667,5,0.795124029458,2,5,30,2.7,3,0.936304793679,1,5,29,4.31034482759,5,0.875074313134,2,5,27,9.59259259259,9,2.34535410355,5,15,603.6,579,115.77999350730559,391,822,30
znanost,Nc,f,inanimate,7,146734,30,3.23333333333,4,1.4067298564,1,5,30,4.6,5,0.75718777944,2,5,30,3.63333333333,4,1.30341431973,1,5,28,9.17857142857,10,2.4061464661,5,14,516.3793103448276,503,99.12128710146094,343,777,29
korijen,Nc,m,inanimate,7,39906,30,3.96666666667,4,1.1685698762,1,5,30,3.23333333333,3.5,1.11604460285,1,5,30,4.53333333333,5,1.05619863452,1,5,28,7.28571428571,7,2.77562274682,3,14,606.9032258064516,560,190.99534982798397,376,1334,31
prevlast,Nc,f,inanimate,8,4469,30,2.7,2.5,1.21518174224,1,5,30,3.16666666667,3,1.12792828771,1,5,30,3.36666666667,3,1.13968806649,1,5,28,11.5714285714,12,2.02534955411,6,15,641.9642857142857,580,238.95706760573154,453,1722,28
miraz,Nc,m,inanimate,5,1456,30,3.8,4,1.13724814062,2,5,30,2.13333333333,2,1.02415276638,1,5,30,3.73333333333,4,1.26315302143,1,5,28,12.4642857143,12.5,2.5281577547,7,18,705.9333333333333,651,194.98752096822332,441,1314,30
dohodak,Nc,m,inanimate,7,12394,30,3.43333333333,4,1.256538455,1,5,30,3.03333333333,3,1.11005505369,1,5,30,3.26666666667,3,1.43604394857,1,5,29,12.7931034483,12,2.70859819126,7,20,731.4827586206897,631,396.00808259154576,428,2625,29
mrtvac,Nc,m,animate,6,5749,30,4.46666666667,5,0.921351664072,2,5,30,3.4,3,1.11355287257,2,5,30,4.7,5,0.781024967591,2,5,29,5.93103448276,6,2.01598841134,3,12,618.75,548,238.68181593757674,360,1474,28
dio,Nc,m,inanimate,3,1238164,30,3.4,3.5,1.47422295917,1,5,30,4.33333333333,5,1.01105005921,1,5,30,4.56666666667,5,0.882546819658,2,5,29,5.8275862069,5,2.18251619289,3,12,581.4516129032259,546,132.25904851456664,354,926,31
sindikat,Nc,m,animate,8,117087,30,3.3,3,1.32035348802,1,5,30,2.96666666667,3,1.0482790129,1,5,30,3.13333333333,3,1.14697670227,1,5,29,12.6206896552,13,2.12398118544,8,16,657.925925925926,587,208.61851933538068,455,1359,27
uzdah,Nc,m,inanimate,5,5533,30,4.16666666667,4,0.897527467856,2,5,30,3.3,4,1.24230967691,1,5,30,4.73333333333,5,0.512076383191,3,5,29,7.55172413793,7,2.56751868538,3,14,567.44,553,127.60129309689616,367,927,25
dodir,Nc,m,inanimate,5,40797,30,4.16666666667,5,1.12792828771,1,5,30,4.1,4,0.943398113206,2,5,30,4.8,5,0.541602560309,3,5,29,5.79310344828,6,1.91867968872,2,10,575.4,514.5,253.25652798203888,406,1854,30
tolerancija,Nc,f,inanimate,11,26887,30,2.46666666667,2,1.47723465374,1,5,30,3.8,4,1.01324561024,2,5,30,3.7,3.5,1.1874342087,2,5,29,9.93103448276,10,2.72828144067,5,15,641.2608695652174,589,177.32820556842776,516,1371,23
povjerenje,Nc,n,inanimate,10,78883,30,2.36666666667,2,1.40198272299,1,5,30,3.76666666667,4,1.08576649833,1,5,30,3.76666666667,3.5,1.22972444971,2,5,29,9.20689655172,10,2.84519328893,3,15,568.304347826087,562,124.86372017764323,411,967,23
staklenik,Nc,m,inanimate,9,4005,30,4.43333333333,5,0.760847480701,2,5,30,2.53333333333,2.5,1.02415276638,1,5,30,4.53333333333,5,0.845905169363,2,5,29,8.24137931034,8,2.04526656915,5,12,654.24,635,158.4614253795962,416,937,25
potrepština,Nc,f,inanimate,11,5999,30,3.13333333333,3.5,1.25786415094,1,5,30,3.2,3,1.16619037897,1,5,30,3.83333333333,4,1.06718737291,2,5,29,9.65517241379,10,2.08898361805,6,15,816.7666666666667,746.5,396.95128540981665,462,2529,30
scena,Nc,f,inanimate,5,167652,30,3.23333333333,3,1.20231258646,1,5,30,3.1,3,0.943398113206,1,5,30,4.26666666667,5,0.928559218479,2,5,29,9,8,2.42117099056,5,17,548.875,540,101.31453928022975,315,829,24
bezdan,Nc,m,inanimate,6,2609,29,2.13793103448,2,1.38275432109,1,5,29,2.58620689655,3,1.35232217594,1,5,30,3.56666666667,3.5,1.33374993492,1,5,29,11.7931034483,12,2.91700496311,5,18,916.72,789,482.1435228919566,542,2893,25
činovnik,Nc,m,animate,8,6008,30,4.03333333333,4,0.835995746932,2,5,30,2.66666666667,2.5,1.2736648783,1,5,30,4.1,4.5,1.07548438699,2,5,29,11.1034482759,11,2.29459375995,7,15,638.4827586206897,626,162.16099158588736,288,988,29
pismenost,Nc,f,inanimate,9,7679,30,3,3,1.36626010213,1,5,30,3.8,4,1.10754984839,1,5,30,4.06666666667,4,1.03064165558,2,5,29,9.13793103448,10,2.12901366075,5,15,582.16,533,148.35477747615678,410,1076,25
djelatnik,Nc,m,animate,9,113012,30,3.76666666667,4,0.919540948276,1,5,30,3.5,4,1.23153021346,1,5,30,4.43333333333,5,0.843932593411,2,5,29,8.62068965517,9,2.26538864906,5,15,562.0909090909091,559.5,105.93030462162108,407,836,22
rešetka,Nc,f,inanimate,7,11744,30,4.73333333333,5,0.512076383191,3,5,30,2.56666666667,3,0.955103252126,1,5,30,4.6,5,0.840634680861,2,5,29,7.51724137931,7,1.71445557168,5,12,568.9677419354839,552,110.07860339199068,360,833,31
komandant,Nc,m,animate,9,2567,30,4.23333333333,4,0.803464719546,2,5,30,2.23333333333,2,1.14552268516,1,5,30,3.63333333333,3.5,1.22429117815,1,5,30,11.6666666667,12,2.28521820013,6,17,906.7916666666666,734.5,398.05843782984454,466,1867,24
sjaj,Nc,m,inanimate,4,30394,30,3.53333333333,4,0.991071249821,1,5,30,3.36666666667,3,0.948097510222,2,5,30,4.06666666667,5,1.33998341615,1,5,30,6.63333333333,6,2.44244868023,3,13,549.0333333333333,524,109.83482373886311,384,866,30
zanimanje,Nc,n,inanimate,9,67370,30,3.13333333333,3,1.08730042869,1,5,30,3.83333333333,4,0.933928381741,2,5,30,4.13333333333,5,1.11753697428,2,5,30,7.83333333333,7.5,2.42326684916,3,13,644.7916666666666,624.5,136.9138031491114,442,987,24
vijak,Nc,m,inanimate,5,6667,30,4.33333333333,5,1.01105005921,2,5,30,2.56666666667,2,1.17426099692,1,5,30,4.63333333333,5,0.87496031656,1,5,30,8.03333333333,8,2.70164558906,3,14,682,649.5,168.6122178253996,457,1084,26
nedjelja,Nc,f,inanimate,8,177073,30,3.83333333333,4,1.12792828771,1,5,30,4.43333333333,5,0.882546819658,2,5,30,4.56666666667,5,0.803464719546,2,5,30,5.2,5,2.07203603572,3,11,558.0344827586207,533,131.45979362490067,382,1026,29
livada,Nc,f,inanimate,6,20563,30,4.6,5,0.952190457139,1,5,30,3.26666666667,3,0.928559218479,1,5,30,4.66666666667,5,0.86922698736,2,5,30,5.53333333333,5,2.45944889943,2,12,568.2,504,187.62865011726643,396,1394,30
pokornost,Nc,f,inanimate,9,1503,30,2.66666666667,2,1.192569588,1,5,30,2.63333333333,3,1.01598337694,1,5,30,3.53333333333,3,1.05619863452,2,5,30,9.5,9.5,2.88386314978,3,14,711.6206896551724,620,249.83214562025776,406,1331,29
izrada,Nc,f,inanimate,6,146032,30,3.03333333333,3,0.87496031656,1,5,30,3.13333333333,3,1.11753697428,1,5,30,3.93333333333,4,0.928559218479,2,5,30,8.26666666667,8.5,2.73170683314,3,13,608.125,577.5,174.8271972921933,338,1029,24
sol,Nc,f,inanimate,3,54819,30,4.7,5,0.82259751195,1,5,30,4.26666666667,5,0.928559218479,2,5,30,4.5,5,1.0246950766,1,5,30,6.86666666667,7,2.71702451631,3,15,530.59375,530,110.50379044002474,323,868,32
pristupanje,Nc,n,inanimate,11,15591,30,2.66666666667,3,1.07496769977,1,5,30,3.23333333333,3,0.803464719546,1,5,30,3.76666666667,4,1.28279209366,1,5,30,9.1,10,2.54754784057,3,13,694.9,592.5,310.5297309326491,355,1626,30
poluga,Nc,f,inanimate,6,8858,30,4.3,4,0.737111479583,3,5,30,2.36666666667,2,0.91226214556,1,5,30,4.23333333333,5,1.08576649833,1,5,30,9.63333333333,10,2.72621023075,3,15,676.2,606.5,255.26502792736537,401,1476,30
sparina,Nc,f,inanimate,7,1808,30,3.53333333333,4,1.4079141388,1,5,30,3.7,4,1.1874342087,1,5,30,4.3,4.5,0.9,1,5,30,8.33333333333,8,2.35702260396,3,14,766.578947368421,713,174.26203634165853,492,1186,19
