word_string,word_type,word_gender,word_represents_animate,word_num_letters,word_frequency,concreteness_n,concreteness_mean,concreteness_median,concreteness_stddev,concreteness_min,concreteness_max,subjective_frequency_n,subjective_frequency_mean,subjective_frequency_median,subjective_frequency_stddev,subjective_frequency_min,subjective_frequency_max,imageability_n,imageability_mean,imageability_median,imageability_stddev,imageability_min,imageability_max,age_of_acquisition_n,age_of_acquisition_mean,age_of_acquisition_median,age_of_acquisition_stddev,age_of_acquisition_min,age_of_acquisition_max,rt_milliseconds_mean,rt_milliseconds_median,rt_milliseconds_stddev,rt_milliseconds_min,rt_milliseconds_max,rt_milliseconds_n
kovač,Nc,m,animate,5,6907,32,5,5,0,5,5,31,2.45161290323,2,1.04228996267,1,5,30,4.7,5,0.585946527708,3,5,30,7.1,7,1.93821223468,3,12,565.7142857142857,527.5,137.56050300163457,365,993,42
trajanje,Nc,n,inanimate,8,73238,30,1.9,2,0.943398113206,1,4,30,4.13333333333,4,0.80553639824,2,5,30,2.96666666667,3,1.13968806649,1,5,30,6.96666666667,7,3.02746685458,1,15,605.1190476190476,563,208.42969246609243,416,1622,42
blamaža,Nc,f,inanimate,7,3410,30,2.53333333333,2,1.25786415094,1,5,30,2.63333333333,3,1.13968806649,1,5,30,3.36666666667,3,1.1967548714,1,5,30,11.6333333333,10.5,3.52593565203,7,25,775.5641025641025,667,355.3409626402428,416,2295,39
služenje,Nc,n,inanimate,8,13383,30,2.36666666667,2,1.13968806649,1,5,30,2.9,3,1.3,1,5,30,3,3,1.29099444874,1,5,30,8.73333333333,8,2.82764134139,4,15,663.5238095238095,528.5,448.6000031586202,390,3242,42
kustos,Nc,m,animate,6,5284,30,3.7,4.5,1.57374288455,1,5,30,2.1,2,0.978093383408,1,4,30,4.13333333333,4,1.02415276638,1,5,30,13.4666666667,13,3.76592913133,7,25,863.85,814.5,290.7886327684912,525,1686,20
zec,Nc,m,animate,3,16601,30,4.86666666667,5,0.561743318212,2,5,30,3.33333333333,3,0.829993306533,2,5,30,4.83333333333,5,0.734090518185,1,5,30,3.9,4,1.7194960502,1,8,541.6428571428571,532.5,109.67353359915707,369,1028,42
polijetanje,Nc,n,inanimate,11,3473,30,3.7,4,1.15902257671,1,5,30,2.93333333333,3,0.813770374382,1,4,30,4.4,5,0.8,2,5,30,6.76666666667,7,2.40393196428,2,12,844.8571428571429,712.5,375.42870268719963,448,1999,42
uho,Nc,n,inanimate,3,61749,29,4.93103448276,5,0.364931215319,3,5,29,4.27586206897,4,0.637698000307,3,5,30,4.83333333333,5,0.734090518185,1,5,30,4.1,3.5,1.95533458347,2,10,520.7619047619048,508,98.79192460426661,396,979,42
delegat,Nc,m,animate,7,10204,30,3.33333333333,4,1.53478192443,1,5,30,2.03333333333,2,0.948097510222,1,4,30,3.5,4,1.28452325787,1,5,30,13.3,13,3.01275068113,8,20,809.9166666666666,697.5,298.2206637470219,507,1775,36
kolegica,Nc,f,animate,8,30867,30,4.1,5,1.22065556157,1,5,29,4.34482758621,5,0.920114763043,2,5,30,4.3,4.5,0.82259751195,2,5,30,10.3333333333,9,3.59938266312,5,19,572.4047619047619,538,179.6693520730015,416,1298,42
znanstvenica,Nc,f,animate,12,3078,30,4.56666666667,5,0.882546819658,2,5,30,3.7,4,0.971253485622,2,5,30,4.4,5,0.916515138991,1,5,30,8.26666666667,8,2.96573018927,4,18,625.6666666666666,568,181.6950898925365,398,1057,42
promišljanje,Nc,n,inanimate,12,17622,30,1.66666666667,1,0.942809041582,1,5,30,3.03333333333,3,1.25122162527,1,5,30,2.63333333333,2,1.35359603362,1,5,30,10.6666666667,10,4.22952584682,5,25,754.6190476190476,688.5,289.0325285416304,428,1465,42
duhan,Nc,m,inanimate,5,14823,30,4.83333333333,5,0.582141639886,2,5,30,4.2,5,1.10754984839,1,5,30,4.8,5,0.748331477355,1,5,30,8.83333333333,8.5,3.09928307122,4,18,584.5,559,120.17938827375374,405,926,42
sudnica,Nc,f,inanimate,7,9099,30,4.8,5,0.47609522857,3,5,30,2.83333333333,3,0.96896279025,1,5,30,4.56666666667,5,1.08576649833,1,5,30,8.4,8,2.48461935381,4,14,576.780487804878,561,125.90780599214688,383,980,41
aerodrom,Nc,m,inanimate,8,29748,30,4.83333333333,5,0.582141639886,2,5,30,3.2,3,0.909212113132,1,5,30,4.86666666667,5,0.718021974285,1,5,30,6.5,6.5,1.66833250083,3,10,631.6190476190476,558.5,260.60969343304555,407,1811,42
invalidnost,Nc,f,inanimate,11,4667,30,3.56666666667,4,1.28279209366,1,5,30,3.06666666667,3,1.06249183003,1,5,30,4.1,4,1.0115993937,1,5,30,9,8,3.19374388453,4,20,936.175,735,751.0793220938273,411,4740,40
mulj,Nc,m,inanimate,4,5312,30,4.53333333333,5,0.95684667296,2,5,30,2.4,2,0.952190457139,1,4,30,4.5,5,1.05672449894,1,5,30,7.43333333333,7.5,2.20126226415,4,12,641.9,614.5,142.25398016152263,343,947,40
krivnja,Nc,f,inanimate,7,35928,30,1.73333333333,1,1.03064165558,1,4,30,3.36666666667,3,0.87496031656,1,5,30,3.26666666667,3,1.23648246607,1,5,30,6.6,6.5,2.65329983228,3,15,581.5365853658536,536,153.6372509453641,413,1177,41
statut,Nc,m,inanimate,6,31855,30,3.43333333333,4,1.6265163865,1,5,30,2.33333333333,2,0.906764700582,1,4,30,2.96666666667,3,1.53803626601,1,5,30,12.6333333333,12.5,2.90382888997,8,20,644.2432432432432,595,139.0959711465044,423,1045,37
zajednica,Nc,f,inanimate,9,299830,29,3.24137931034,4,1.24997027313,1,5,30,3.63333333333,4,1.11005505369,1,5,30,3.93333333333,4,1.18133634311,1,5,30,7.76666666667,7,2.75297818533,4,14,548.7,533,145.99757637609025,350,1186,40
susjeda,Nc,f,animate,7,20866,30,4.33333333333,5,0.86922698736,2,5,30,4.46666666667,5,0.618241233033,3,5,30,4.5,5,0.991631652043,1,5,30,4.76666666667,4,1.68687745718,2,9,537.2857142857143,503.5,145.55566963080645,306,1161,42
otplata,Nc,f,inanimate,7,13639,30,2.53333333333,2,1.45449494862,1,5,30,2.8,3,1.10754984839,1,5,30,2.83333333333,3,1.26710518725,1,5,30,11.6666666667,12,3.12338847337,6,17,717.452380952381,599,395.7191787225216,421,2799,42
ekstrakt,Nc,m,inanimate,8,8612,30,2.76666666667,3,1.4067298564,1,5,30,2.23333333333,2,1.17426099692,1,5,30,2.66666666667,3,1.2736648783,1,5,30,12.3,13,2.74651294068,7,18,820.2380952380952,660,649.4386247320407,438,4506,42
nagrada,Nc,f,inanimate,7,263855,30,3.93333333333,4,0.891939210684,3,5,30,3.7,4,0.9,2,5,30,4.26666666667,5,0.963788819653,1,5,30,5.23333333333,5,2.13983384609,2,10,523.1190476190476,516.5,96.33432698248538,387,848,42
raspad,Nc,m,inanimate,6,22776,30,3.26666666667,3,1.12348663642,1,5,30,3.4,3,1.01980390272,1,5,30,3.76666666667,4,1.33374993492,1,5,30,7.73333333333,7.5,2.69485105752,3,15,552.6341463414634,519,135.88244112054377,357,968,41
hit,Nc,m,inanimate,3,62612,30,2.8,3,1.27540843131,1,5,30,3.66666666667,4,1.0434983895,1,5,30,3.46666666667,4,1.43139403691,1,5,30,7.83333333333,7,2.9786275736,3,15,576.5,550,190.45852887049242,366,1498,42
dokazivanje,Nc,n,inanimate,11,13359,30,2.1,2,1.0115993937,1,5,30,3.26666666667,3,1.03064165558,1,5,30,2.8,3,1.27540843131,1,5,30,8.13333333333,8,2.91814248377,3,15,643.7380952380952,607,222.1228027217519,418,1687,42
povlačenje,Nc,n,inanimate,10,28349,30,2.66666666667,3,1.16428327977,1,5,30,3.13333333333,3,0.921351664072,1,5,30,3.66666666667,4,1.0434983895,1,5,30,8.36666666667,8,2.90382888997,3,15,635.5641025641025,577,231.50489307910567,384,1302,39
mjesec,Nc,m,inanimate,6,665163,30,4.3,5,1.15902257671,1,5,30,4.56666666667,5,0.495535624911,4,5,30,4.56666666667,5,1.14552268516,1,5,30,4.83333333333,4,2.17689891563,1,11,530.4761904761905,533,130.93700553808273,335,1033,42
nakana,Nc,f,inanimate,6,12982,30,1.73333333333,2,0.813770374382,1,4,30,2.56666666667,2,1.20231258646,1,5,30,2.53333333333,2,1.28409068562,1,5,30,10.4,10,3.13687742827,5,17,804.0882352941177,757.5,233.75347900792107,417,1408,34
monopol,Nc,m,inanimate,7,10741,30,2.46666666667,2,1.38403596614,1,5,30,2.3,2,1.15902257671,1,5,30,2.73333333333,3,1.18133634311,1,5,30,11.6666666667,12,3.40913804681,5,18,658.452380952381,562.5,418.28856898726303,401,2773,42
njuška,Nc,f,inanimate,6,3845,29,4.93103448276,5,0.253395490633,4,5,30,3.36666666667,3,0.87496031656,2,5,30,4.8,5,0.748331477355,1,5,30,4.83333333333,5,1.82726267649,2,10,607.0952380952381,508,299.144944843719,331,1975,42
nužda,Nc,f,inanimate,5,10663,30,3,3,1.43759057686,1,5,30,3.43333333333,4,0.955103252126,2,5,30,3.6,4,1.2,1,5,30,7.3,7,3.17437657921,2,15,655.3809523809524,635,165.13718648459061,410,1013,42
duel,Nc,m,inanimate,4,6995,30,3.5,3.5,1.08781125814,1,5,30,2.33333333333,2,1.10554159679,1,5,30,4.06666666667,4,1.09341463112,1,5,30,10.3,10,3.24704994315,3,15,731.2571428571429,711,236.3211104131215,415,1451,35
dominacija,Nc,f,inanimate,10,19196,30,2.3,2,1.00498756211,1,5,30,3.3,3,0.82259751195,2,5,30,3.13333333333,3,1.28409068562,1,5,30,10.5666666667,10.5,2.84819631034,5,16,586,531,161.42180769648195,373,1065,41
oštrina,Nc,f,inanimate,7,4966,30,3.16666666667,3.5,1.31866936299,1,5,30,3.03333333333,3,1.13968806649,1,5,30,4,4,1.06458129484,1,5,30,6.63333333333,6.5,2.61385198935,2,12,607.3170731707318,601,112.8112226297522,359,830,41
položaj,Nc,m,inanimate,7,138889,30,2.96666666667,3,1.1685698762,1,5,30,3.76666666667,4,1.05461946797,1,5,30,3.43333333333,4,1.38283123418,1,5,30,7.33333333333,7,2.74873708375,2,14,563,523.5,221.9283558312259,371,1695,42
stočar,Nc,m,animate,6,3311,30,4.8,5,0.47609522857,3,5,30,2.56666666667,3,0.843932593411,1,4,30,4.6,5,0.8,1,5,30,6.3,6,2.34022790913,2,12,677.35,558.5,325.350584084465,386,2165,40
manevar,Nc,m,inanimate,7,5899,29,2.41379310345,2,1.16017957526,1,5,29,2.27586206897,2,1.17139915527,1,4,30,2.76666666667,3,1.30851909509,1,5,30,11.4333333333,10,3.44173728741,5,20,773.4375,721.5,220.90633506300298,495,1428,32
specijalitet,Nc,m,inanimate,12,12460,29,3.51724137931,4,1.24901863974,1,5,29,3.48275862069,3,1.07063273767,1,5,30,3.93333333333,4,1.03064165558,2,5,30,8.43333333333,8,2.61640126043,4,14,651.2857142857143,621,185.51198576941465,415,1413,42
antitijelo,Nc,n,inanimate,10,3762,29,3.06896551724,3,1.5521072324,1,5,29,1.96551724138,2,0.999405292841,1,4,30,2.83333333333,3,1.34370962472,1,5,30,12.5333333333,12,1.97877627729,9,16,749.219512195122,661,379.96161070528706,477,2794,41
udruživanje,Nc,n,inanimate,11,9364,28,2.5,2,1.21007673901,1,5,29,2.96551724138,3,0.999405292841,1,4,30,3.06666666667,3,1.31487219489,1,5,30,8.76666666667,9,2.75297818533,3,15,740.55,723,215.27310620792895,430,1431,40
posebnost,Nc,f,inanimate,9,17409,29,1.75862068966,1,1.00533653359,1,5,29,3.86206896552,4,1.00769925491,1,5,30,2.46666666667,2,1.28409068562,1,5,30,8.66666666667,9,2.54732975661,3,15,573.1190476190476,563.5,102.24652236460766,424,869,42
šutnja,Nc,f,inanimate,6,23136,30,3.8,4,1.13724814062,1,5,29,4.1724137931,4,0.745976125958,2,5,30,3.7,4,1.41774468788,1,5,30,5.73333333333,5,2.64491125665,1,12,537.952380952381,512,144.62954398805522,344,1141,42
kostim,Nc,m,inanimate,6,21830,30,4.83333333333,5,0.453382350291,3,5,30,3.16666666667,3,0.897527467856,2,5,30,4.66666666667,5,0.906764700582,1,5,30,5.53333333333,5,1.94479361944,2,10,583.2142857142857,528.5,168.69781552134123,357,1090,42
rosa,Nc,f,inanimate,4,8734,30,4.83333333333,5,0.453382350291,3,5,29,2.86206896552,3,0.628305764079,2,4,30,4.73333333333,5,0.512076383191,3,5,30,7.06666666667,7,1.89619502044,3,10,844.3076923076923,675,474.5916335371724,364,2683,39
uvjerljivost,Nc,f,inanimate,12,3046,30,1.8,2,0.832666399786,1,4,30,3.16666666667,3,1.21335164821,1,5,30,2.7,3,1.34536240471,1,5,30,10.2,10,2.52190404258,6,16,698.4761904761905,636,240.62370563176611,359,1506,42
opstrukcija,Nc,f,inanimate,11,3314,30,2.6,3,1.2274635093,1,5,30,2,2,1.09544511501,1,5,30,2.56666666667,2.5,1.20231258646,1,5,30,15.0333333333,15,3.31142802361,8,20,860.0909090909091,675,626.4096784272036,440,3814,33
kamen,Nc,m,inanimate,5,68487,30,4.86666666667,5,0.426874949162,3,5,29,3.79310344828,4,0.846058216992,2,5,30,4.9,5,0.395811402901,3,5,29,5.27586206897,4,3.32074515655,1,15,532.5238095238095,508.5,121.34696034566983,379,858,42
lavanda,Nc,f,inanimate,7,9524,30,5,5,0,5,5,30,3.03333333333,3,0.795124029458,2,5,30,4.9,5,0.538516480713,2,5,30,6.83333333333,7,2.62149236547,3,16,593.3170731707318,547,200.64800510151977,390,1447,41
trećina,Nc,f,inanimate,7,38297,30,3.73333333333,4.5,1.43604394857,1,5,30,3.63333333333,4,0.948097510222,1,5,30,3.7,4,1.3699148392,1,5,30,9.96666666667,10,2.57531012156,3,15,579.8333333333334,554.5,139.65635815810083,375,1021,42
pojačanje,Nc,n,inanimate,9,27274,30,3,3,1.03279555899,1,5,30,3.13333333333,3,0.884433277428,1,5,30,3.06666666667,3,1.26315302143,1,5,30,9.46666666667,9,2.41844761963,5,15,621.0243902439024,528,272.15670925083566,364,1910,41
porijeklo,Nc,n,inanimate,9,34173,30,2.6,2,1.30639452948,1,5,30,2.96666666667,3,0.87496031656,1,5,30,3.16666666667,3,1.09797793947,1,5,30,9.73333333333,9.5,2.29395340454,6,16,851.0238095238095,595.5,909.1717347793643,451,5556,42
recikliranje,Nc,n,inanimate,12,4552,30,4.2,4.5,1.01324561024,1,5,30,3.43333333333,3,0.760847480701,2,5,30,4.33333333333,5,0.86922698736,3,5,30,9.23333333333,9,2.44517665801,6,16,650.5121951219512,588,207.87064751320946,454,1510,41
jal,Nc,m,inanimate,3,3593,30,1.96666666667,2,1.0482790129,1,4,30,1.73333333333,1,1.03064165558,1,4,30,2.2,2,1.32664991614,1,5,30,14.0666666667,14,4.82999884978,0,24,790.7692307692307,722.5,217.4284816103553,517,1333,26
blagodat,Nc,f,inanimate,8,9337,30,1.93333333333,2,0.891939210684,1,4,30,2.23333333333,2,1.02252411001,1,4,30,2.8,3,1.13724814062,1,5,30,12.0666666667,11,3.74996296278,5,24,897.15,771,535.7598270752412,388,3528,40
predznanje,Nc,n,inanimate,10,3113,30,2.33333333333,2,1.22020034785,1,5,30,3.43333333333,3,0.882546819658,2,5,30,3.06666666667,3,1.15277443105,1,5,30,10.3333333333,10,3.64539283053,5,26,654.3170731707318,589,234.48352170508593,349,1378,41
povik,Nc,m,inanimate,5,5418,30,4.33333333333,5,0.942809041582,1,5,30,2.76666666667,3,0.989388138644,1,5,30,3.8,4,1.19443152448,1,5,30,9.13333333333,8.5,3.1488975143,5,18,715.125,678,205.3644675111277,463,1409,32
koncentracija,Nc,f,inanimate,13,45727,30,2,1,1.36626010213,1,5,30,4.36666666667,4.5,0.752034278179,2,5,30,3.1,3,1.51327459504,1,5,30,9.43333333333,9.5,2.23134239616,6,17,746.4146341463414,650,299.16057357293556,373,1537,41
spodoba,Nc,f,inanimate,7,5269,30,3.3,3.5,1.12989675045,1,5,30,2.26666666667,2,1.06249183003,1,5,30,3.6,4,1.05198225587,1,5,30,10.6666666667,10,2.86744175568,6,19,812.1315789473684,671,420.84362962677665,393,2261,38
prizvuk,Nc,m,inanimate,7,3549,30,2.26666666667,2,1.06249183003,1,5,30,2.5,2,1.05672449894,1,5,30,2.66666666667,2.5,1.01105005921,1,5,30,12.5666666667,13,3.01864575964,8,22,602.1842105263158,568,129.48230710047835,441,954,38
galerija,Nc,f,inanimate,8,61781,30,4.83333333333,5,0.37267799625,4,5,30,3.23333333333,3,0.955103252126,2,5,30,4.63333333333,5,0.604611904907,3,5,30,9.3,9,1.98578280115,7,15,568.4047619047619,527,141.43499058626566,415,1085,42
poslovnik,Nc,m,inanimate,9,7313,30,3.76666666667,4,1.4985177862,1,5,30,2.2,2,1.10754984839,1,4,30,3.16666666667,3,1.18556128292,1,5,30,13.7333333333,13.5,4.05736641459,9,28,591.9268292682926,552,197.00144545712126,342,1395,41
napuštanje,Nc,n,inanimate,10,9807,30,3.1,3,1.04403065089,1,5,30,3.06666666667,3,1.03064165558,1,5,30,3.56666666667,4,1.28279209366,1,5,30,8.93333333333,8,2.79205221218,5,20,686.3571428571429,580.5,332.2691255247822,386,2118,42
infrastruktura,Nc,f,inanimate,14,60508,30,3.3,4,1.4640127504,1,5,30,2.93333333333,3,1.06249183003,1,5,30,3.2,3,1.16619037897,1,5,30,13.5,13,2.77788888667,8,20,793.475,679,342.6528472345571,451,2125,40
plijen,Nc,m,inanimate,6,9855,30,4.13333333333,4,0.80553639824,2,5,30,2.63333333333,3,1.07960898271,1,5,30,4.13333333333,4,0.921351664072,1,5,30,9,9.5,2.52982212813,5,15,605.2439024390244,574,144.98427164485892,415,1167,41
kontroler,Nc,m,inanimate,9,6130,30,4.63333333333,5,0.87496031656,1,5,30,3.06666666667,3,1.31487219489,1,5,30,3.93333333333,4,1.12348663642,2,5,30,10.9333333333,10,3.52073224707,5,18,791.780487804878,555,578.6196726777928,408,3223,41
popuštanje,Nc,n,inanimate,10,3600,30,2.23333333333,2,1.11604460285,1,5,30,3.43333333333,3,0.803464719546,1,5,30,3.26666666667,3,1.20922380981,1,5,30,8.2,8,2.83313724812,3,17,662.9285714285714,607.5,278.88361003158803,378,1983,42
panj,Nc,m,inanimate,4,4215,30,4.93333333333,5,0.249443825785,4,5,30,2.56666666667,3,0.919540948276,1,4,30,4.9,5,0.3,4,5,30,5.76666666667,6,1.66699996667,3,11,625.1282051282051,584,172.3485115882747,430,1362,39
uživanje,Nc,n,inanimate,8,21295,30,2.56666666667,2,1.30851909509,1,5,30,4.23333333333,4,0.715697018453,2,5,30,3.9,4,1.24766448481,1,5,30,7.03333333333,6.5,2.75055549945,3,14,570.3571428571429,519,170.76025433317412,389,1310,42
talog,Nc,m,inanimate,5,3616,30,4.73333333333,5,0.512076383191,3,5,30,2.5,2,1.08781125814,1,5,30,4.7,5,0.525991127935,3,5,30,10,10,3.44480284874,3,17,744.6153846153846,630,334.2072013606163,424,2055,39
mučenje,Nc,n,inanimate,7,13870,29,3.55172413793,4,1.22012455262,1,5,30,3.3,3,0.82259751195,2,5,30,4.2,5,1.10754984839,1,5,30,8.16666666667,8,2.68431659004,3,17,605.4047619047619,525.5,404.7475009051524,375,3078,42
tona,Nc,f,inanimate,4,50903,29,4.27586206897,5,1.11096577197,1,5,30,3.23333333333,3,0.882546819658,1,5,30,3.53333333333,3.5,1.17567947257,1,5,30,7.86666666667,8,2.98589275687,0,13,631.375,557,237.1399767853231,387,1426,40
suradnica,Nc,f,animate,9,7272,30,4.13333333333,4.5,0.991071249821,2,5,30,3.03333333333,3,0.982626864866,1,5,30,3.76666666667,4,1.05461946797,2,5,30,11.4,11.5,2.85890421899,7,20,585.609756097561,532,161.26591054044567,379,1156,41
vikend,Nc,m,inanimate,6,113161,30,4.03333333333,5,1.3287420952,1,5,28,4.64285714286,5,0.610285981808,3,5,30,4.26666666667,5,0.99777530314,2,5,30,6.46666666667,6,2.88367050052,3,15,529.547619047619,477,149.63992593294475,377,964,42
kokos,Nc,m,inanimate,5,3061,30,4.8,5,0.653197264742,2,5,30,3.1,3,1.24766448481,1,5,30,4.86666666667,5,0.561743318212,2,5,30,6.4,6,2.00997512422,3,10,573.9024390243902,511,201.24298806145381,342,1307,41
razlikovanje,Nc,n,inanimate,12,4920,29,3.03448275862,3,1.24520483347,1,5,30,3.2,3,1.22202018532,1,5,30,3.13333333333,3,1.20369800568,1,5,30,7.93333333333,7,2.23507394857,3,13,628.3809523809524,597,182.19447561716112,416,1408,42
simptom,Nc,m,inanimate,7,59334,28,3.57142857143,4,1.26571751048,1,5,30,3.06666666667,3,0.928559218479,1,5,30,3.6,4,1.1430952133,1,5,30,9.66666666667,10,2.6749870197,4,16,625.1666666666666,555,180.4271242204773,433,1200,42
parlament,Nc,m,inanimate,9,66290,29,4.27586206897,5,1.01358196253,1,5,30,2.96666666667,3,1.13968806649,1,5,30,4.16666666667,4,0.81989159175,3,5,30,11.6666666667,11,2.37112256584,9,19,736.9761904761905,636,459.37133542432076,422,3369,42
sanacija,Nc,f,inanimate,8,29991,30,2.8,3,1.24899959968,1,5,29,2.03448275862,2,1.24520483347,1,5,30,3.03333333333,3,1.22429117815,1,5,30,12.7666666667,12.5,2.56493448043,5,18,795.8421052631579,719.5,297.34451092837054,403,1808,38
retrospektiva,Nc,f,inanimate,13,4259,30,2.56666666667,2.5,1.33374993492,1,5,29,2.37931034483,2,1.24329354326,1,5,30,2.76666666667,2.5,1.38283123418,1,5,30,12.4333333333,13,2.53880986991,5,16,699.5365853658536,621,208.21960733333637,449,1384,41
povlastica,Nc,f,inanimate,10,13797,30,2.96666666667,3,1.27758452645,1,5,29,2.96551724138,3,1.06618102302,1,5,30,3.06666666667,3,1.3646326327,1,5,30,11.7666666667,12,2.26102238428,6,16,626.3571428571429,558.5,208.03222328126225,430,1418,42
preferencija,Nc,f,inanimate,12,3833,30,2.36666666667,2,1.25122162527,1,5,30,2.5,2,0.957427107756,1,5,30,2.76666666667,3,1.33374993492,1,5,30,13.1,13,2.87923600978,5,19,695.4285714285714,570.5,324.8566770549402,386,1962,42
sport,Nc,m,inanimate,5,157504,30,4.23333333333,5,1.05461946797,1,5,30,4.06666666667,4,0.853749898324,2,5,30,4.5,5,0.84656167328,2,5,30,5.66666666667,5,2.48103920879,2,15,552.6190476190476,514,133.53321544971178,388,1040,42
trokut,Nc,m,inanimate,6,12347,30,4.7,5,0.82259751195,1,5,30,3.3,3,0.971253485622,1,5,30,4.93333333333,5,0.249443825785,4,5,30,6.06666666667,6,2.47565928368,2,15,534.6428571428571,528.5,104.75099893081443,356,847,42
iscrpljenost,Nc,f,inanimate,12,4048,30,3.23333333333,3.5,1.14552268516,1,5,30,4.13333333333,4,0.845905169363,2,5,30,3.7,4,1.15902257671,1,5,30,10.5666666667,10,3.67589747167,5,23,640.2682926829268,601,190.40588546447876,408,1489,41
brošura,Nc,f,inanimate,7,10918,30,4.6,5,0.711805216802,2,5,30,2.83333333333,3,0.897527467856,1,5,30,4.43333333333,5,0.919540948276,1,5,30,11.1,11,2.76103845198,5,17,678.875,611,207.3478666890808,425,1341,40
bilješka,Nc,f,inanimate,8,11517,29,4.72413793103,5,0.518389530289,3,5,30,4.3,4.5,0.862167810425,2,5,30,4.73333333333,5,0.512076383191,3,5,30,9.06666666667,9,2.03196675388,5,14,592.8536585365854,523,309.884217166316,397,2349,41
podatak,Nc,m,inanimate,7,457784,30,3.83333333333,4,1.2405196044,1,5,30,3.96666666667,4,0.982626864866,2,5,30,4.1,4,1.04403065089,1,5,30,9.03333333333,9,2.78667464114,5,17,594.5121951219512,532,234.1216694318597,381,1662,41
izvanzemaljac,Nc,m,animate,13,3565,30,4.26666666667,5,1.20922380981,1,5,30,2.63333333333,3,0.982626864866,1,5,30,4.83333333333,5,0.453382350291,3,5,30,7.1,6.5,2.35725829443,3,12,667.9268292682926,570,322.46964122564333,451,2305,41
pljačkaš,Nc,m,animate,8,7952,30,4.86666666667,5,0.426874949162,3,5,30,3,3,0.816496580928,2,5,30,4.9,5,0.3,4,5,30,7.03333333333,7,1.97456042928,3,10,632.8809523809524,527,354.8795881244278,355,2372,42
punjač,Nc,m,inanimate,6,9132,30,4.86666666667,5,0.33993463424,4,5,29,4.58620689655,5,0.720021138546,2,5,30,5,5,0,5,5,30,8.66666666667,8,2.52102272016,5,15,585.7142857142857,538,211.68168529304026,395,1524,42
počinak,Nc,m,inanimate,7,3575,30,3.53333333333,4,1.14697670227,1,5,30,2.76666666667,2,1.22972444971,1,5,30,3.73333333333,4,0.99777530314,2,5,30,8.86666666667,9,3.095516471,3,16,671.7380952380952,579.5,243.82061173838136,393,1351,42
pojavljivanje,Nc,n,inanimate,13,13714,29,3.10344827586,4,1.21328359212,1,5,29,3.48275862069,4,1.16325019265,1,5,30,3.53333333333,4,1.23107902084,1,5,30,7.93333333333,8,2.46215804168,3,13,828.9047619047619,649,545.4999411827922,396,3534,42
težak,Nc,m,animate,5,16591,30,4.03333333333,4,0.835995746932,2,5,30,3.96666666667,4,0.87496031656,2,5,30,4.3,4.5,0.862167810425,2,5,30,6,5,2.01659779497,3,10,599.2682926829268,480,355.21965207391355,403,2623,41
madrac,Nc,m,inanimate,6,10274,30,4.86666666667,5,0.33993463424,4,5,30,3.86666666667,4,0.95684667296,2,5,30,5,5,0,5,5,30,6.76666666667,6,2.84819631034,2,15,596.3333333333334,522,263.6558794417975,319,1705,42
dozvola,Nc,f,inanimate,7,89766,30,4.06666666667,5,1.26315302143,1,5,30,3.8,4,0.748331477355,3,5,30,4.03333333333,4.5,1.13968806649,1,5,30,8.13333333333,8,2.26175939382,5,13,586.8571428571429,551,198.24468392325872,357,1291,42
